file_name,Notes,Category
gigabyteboostbridge.exe,,"OEM utilities for fans, boost, UI helpers"
gigabytecontrolcenter.exe,,OEM update managers (extended)
gigabytedesktopportal.exe,,OEM desktop launchers and post-setup apps
gigabytedevicemonitor.exe,,"OEM tools for wireless, input, and peripherals (frequently side-loaded)"
gigabytedynamicboost.exe,,OEM app launchers & hotkey services
gigabytefileuploader.exe,,OEM content import/export & multimedia bridges
gigabytefirmwaresync.exe,,"OEM sync, update, and firmware download utilities"
gigabytefusionhost.exe,,"OEM control panels & vendor agents (signed, side-loadable)"
gigabytehealthmonitor.exe,,OEM health dashboards & power control utilities
gigabyteloader.exe,,OEM BIOS/firmware update + patch bridges
gigabytenetworkux.exe,,OEM wireless tools and network agents
gigabyteoembrowser.exe,,OEM branding and customization agents
gigabyteosdhost.exe,,"OEM overlay, lighting, and control surfaces"
gigabytepowercontrol.exe,,"OEM battery, docking, and power profile switchers"
gigabytestartboost.exe,,"OEM energy management, boot, and fast startup agents"
gigabytestatsvc.exe,,OEM-specific driver update and telemetry agents
gigabytesupporttool.exe,,"OEM diagnostics, firmware sync, and support agents"
gigabytesyncsvc.exe,,OEM display tuning and device sync utilities
gigabytethemecontroller.exe,,"OEM skinning, branding, and theme customization"
gigabytetools.exe,,OEM-Specific Tools (Observed in enterprise environments)
gigabytetouchpanel.exe,,"OEM boot, touch, ACPI, hotkey control layers"
gigabytetweakcenter.exe,,"OEM fan, thermal, and tuning tools (frequently overlooked)"
gigabytetweaker.exe,,OEM Control Panels and Hardware Integration
gigabytetweakui.exe,,"OEM bloatware & preinstalled support agents (signed, side-loadable)"
gigabyteupdatehub.exe,,"OEM BIOS, update fetchers, and flash utilities"
gimp-2.10.exe,,PDF / image software
git.exe,,Other dev tools
git-bash.exe,,Git/GitHub ecosystem
git-cmd.exe,,Git/GitHub ecosystem
git-credential-manager.exe,,Git/GitHub ecosystem
gitea.exe,,Git/DevOps ecosystem support binaries
gitextensions.exe,,Git/DevOps ecosystem support binaries
gitfork.exe,,Git/DevOps ecosystem support binaries
git-gui.exe,,Git/GitHub ecosystem
github.exe,,Git/GitHub ecosystem
githubdesktop.exe,,Git/DevOps ecosystem support binaries
githubdesktopupdater.exe,,"More Squirrel / Electron / Updater Tools (from VS Code, Slack, Discord, etc.)"
gitkraken.exe,,Git/GitHub ecosystem
gitlab-runner.exe,,CI/CD pipelines and agents
git-lfs.exe,,Git/GitHub ecosystem
godotengine.exe,,ISV installers / framework bootstrappers
goggalaxy.exe,,Games & Launchers (beyond Steam/Epic/etc)
goodsync.exe,,"Backup, sync, cloud tools"
googleappupdatehost.exe,,Native messaging and plugin bridges
googlebackgroundsvc.exe,,G Suite + Google Workspace Updaters / Add-on services
googlecrashhandler.exe,,Google Chrome and updater services
googlecrashhandler64.exe,,Google Chrome and updater services
googledrivefs.exe,,Google Drive (Backup and Sync + Drive for Desktop)
googledrivesetup.exe,,Google Drive (Backup and Sync + Drive for Desktop)
googledrivesync.exe,,Lesser-known signed 3rd-party updaters
googleextensionbroker.exe,,Native messaging and plugin bridges
googleidentitybridge.exe,,Native messaging and plugin bridges
googlemountservice.exe,,Google Drive (Backup and Sync + Drive for Desktop)
googlenativemsghost.exe,,Native messaging and plugin bridges
googlenotificationhost.exe,,G Suite + Google Workspace Updaters / Add-on services
googleoauthsvc.exe,,G Suite + Google Workspace Updaters / Add-on services
googleserviceconnect.exe,,Native messaging and plugin bridges
googleupdate.exe,,Google Chrome and updater services
googleupdatebroker.exe,,Google Chrome and updater services
googleupdatemachine.exe,,Google Chrome and updater services
googleupdatetask.exe,,Google Chrome and updater services
googleupdateutility.exe,,Native messaging and plugin bridges
googleworkspaceagent.exe,,G Suite + Google Workspace Updaters / Add-on services
gpedit.msc,,MMC Snap-ins (Can trigger DLL loads)
gpmonitor.exe,,"Logging, diagnostics, and policy audit helpers"
gpoenforcementagent.exe,,Legacy policy and deployment tools
gpofailurehandler.exe,,GPO/MDM/Intune rollback or policy failure handlers
gpoloadproxy.exe,,Group Policy + MDM bridge tools
gpopathloader.exe,,Shell handler proxies & policy-triggered loaders
gpostateagent.exe,,Group Policy & policy enforcement stubs
gpotool.exe,,"AD, policy, and admin CLI tools"
gpresult.exe,,Group policy + Resultant Set of Policy tools
gpscriptbroker.exe,,Policy and update automation stubs
gptedit.dll,,Group policy + Resultant Set of Policy tools
gpuassistant.exe,,Microsoft gaming tools / GPU tuning
gpupdate.exe,,Group policy + Resultant Set of Policy tools
gpupdatehelper.exe,,Group Policy & policy enforcement stubs
gpupdateprocessor.exe,,"Policy enforcement, sync, and remediation stubs"
gradle.exe,,Developer Runtimes & SDKs
gradlew.exe,,IDEs & devtools (beyond VS)
graylogcollector.exe,,"Monitoring, log agents"
groove.exe,,Microsoft Office executables
groovy.exe,,"i.exe,F# Interactive"
groupenforcerhost.exe,,Group Policy & policy enforcement stubs
groupmanagementhost.exe,,"Domain migration, remote automation, and compliance tooling"
groupPolicyClientServiceHost.exe,,Group policy + Resultant Set of Policy tools
groupupdatehost.exe,,Policy and update automation stubs
grv_sync.exe,,App support binaries in Windows & Office
gsuitefilehandler.exe,,G Suite + Google Workspace Updaters / Add-on services
gsuiteupdater.exe,,G Suite + Google Workspace Updaters / Add-on services
gsyncmanagersvc.exe,,G Suite + Google Workspace Updaters / Add-on services
gyroscopehost.exe,,Sensor & device platform brokers
handle.exe,,Sysinternals utilities (can be abused if dropped with malicious DLLs)
handwriting.exe,,"Touch, Pen, and Ink input subsystems"
handwritinginput.exe,,"Windows Ink, Pen, Stylus and handwriting helpers"
handwritinginputhelper.exe,,"IME, keyboard layout, and touch config agents"
handwritingservicehost.exe,,"Accessibility, text-to-speech, handwriting support"
hardwareprepbridge.exe,,"Driver & inbox testing tools (low visibility, SYSTEM signed)"
hardwareprofilebroker.exe,,"Power plan, device profile, and DDM components"
hcsdiag.exe,,Hyper-V and Virtualization expansion
hcswmi.dll,,Hyper-V and Virtualization expansion
hdwwiz.cpl,,Legacy/hidden control panel helpers
healthmetricsuploader.exe,,Background diagnostics and sync
healthmonitorservice.exe,,Security health + Defender UI helpers
healthnotificationhost.exe,,Windows Security Center + notifications
healthremediatorhost.exe,,Scheduled remediation + diagnostic reboot tools
healthscoreengine.exe,,"Microsoft system readiness, baseline, and installer health evaluators"
heidisql.exe,,Third-party niche software often found in corporate environments
helm.exe,,DevOps / IaC Tools (container and code delivery)
helpandsupporthost.exe,,"Windows Help, Support, and Assist flows"
helpandtipsviewer.exe,,"Help, accessibility, and keyboard training tools"
helpdeskchannelrelay.exe,,Remote support and device request services
helpdeskconnector.exe,,Support-related telemetry or user experience agents
helper.exe,,Misc tools often bundled with software and exploitable
"helper.exe,Launched via update tasks",Launched via update tasks,Firefox updater & maintenance tools
helper_service.exe,,Crash handlers and update agents
helper64.exe,,Lightweight and obscure helper binaries
helperhost.exe,,Red team EXE names mimicking Windows internals (seen in wild)
helpermodule.exe,,Fake/decoy/mimic binaries used in malware
hh.exe,,Core Windows LOLBins
hibernationfallbacksvc.exe,,"Power state, hibernation, and sleep/wake services"
hidinputmanager.exe,,"Input config, HID, pen/mouse/touch tools"
highcontrastloader.exe,,"UX bridge helpers (locale, DPI, theme, layout)"
highcontrastmanager.exe,,"Accessibility, personalization, and input customization"
highcontrastrelay.exe,,"Font, DPI, and accessibility UX services"
highcontrasttoggle.exe,,Display / screen / accessibility UX tools
holographicfirstlaunch.exe,,Windows Mixed Reality / Holographic platform
holographicplatform.dll,,Windows Mixed Reality / Holographic platform
holographicsettings.exe,,Windows Mixed Reality / Holographic platform
horizoncapture.exe,,VDI & Remote display toolkits (MS and third-party)
hostagent.exe,,Additional sandbox dropper / trojan disguises
hostbootstrap.exe,,Red team-styled “clean” disguises for loader EXEs
hostdispatcher.exe,,Fake / cloned binary names seen in malware reports
hostedprofileagent.exe,,Remote session and hybrid environment helpers
hostfxr.dll,,.NET Hosting & Interop tools
hostlauncher.exe,,Lightweight and obscure helper binaries
hostloader.exe,,Red team-style dropper disguises (as seen in offensive frameworks)
hostloader64.exe,,Known malware/pentest EXE disguises (2022–2024)
hostserviceupdater.exe,,"More malware-staged EXE names (sandbox-verified, real-world IOCs)"
hotfixdiagnosticsproxy.exe,,Windows update error handlers & rollback diagnostics
hotfixintegrator.exe,,"Update recovery, remediation, and hotfix staging agents"
hotfixretryproxy.exe,,Windows update retry and patch fallback
hotfixrollbackmanager.exe,,Installer rollback and patch state evaluators
hotfixstatussvc.exe,,Windows security audit & patch compliance tools
hotkeyeventsvc.exe,,"OEM boot, touch, ACPI, hotkey control layers"
hotpatchbuilder.exe,,"SDK, DDK, and optional Windows components"
hotspot2host.exe,,"Device, Bluetooth, Hotspot, Wireless Tools"
hpambientlightbridge.exe,,OEM display tuning and device sync utilities
hpbackupcontroller.exe,,"OEM restore, performance, and backup agents"
hpbrandingsvc.exe,,OEM branding and customization agents
hpcjobmgr.exe,,Remote/Cluster compute & HPC tools
hpdatatransfer.exe,,OEM content import/export & multimedia bridges
hpdiagnostics.exe,,Support and diagnostics tools from vendors
hpenergycontrol.exe,,"OEM control panels & vendor agents (signed, side-loadable)"
hpfirmwaredownload.exe,,"OEM sync, update, and firmware download utilities"
hpfunctionkeysvc.exe,,OEM app launchers & hotkey services
hphealthstatussvc.exe,,OEM health dashboards & power control utilities
hpjumpstart.exe,,More OEM-specific tools (enterprise & consumer)
hpkeyboardcontrol.exe,,OEM Control Panels and Hardware Integration
hpkeyboardfx.exe,,"OEM overlay, lighting, and control surfaces"
hpnetworkadapterhost.exe,,OEM wireless tools and network agents
hpnoisecontrolsvc.exe,,OEM audio/video enhancement tools
hpqflash.exe,,OEM update managers (extended)
hpquickchargebridge.exe,,"OEM energy management, boot, and fast startup agents"
hpquickcoolsvc.exe,,"OEM utilities for fans, boost, UI helpers"
hpquickdock.exe,,"OEM battery, docking, and power profile switchers"
hpquicklaunch.exe,,Third-party signed OEM bundles (common across OEM fleets)
hpquickstart.exe,,OEM desktop launchers and post-setup apps
hpsoftpaqdownloader.exe,,OEM & Preinstalled Apps/Support
hpstylecenter.exe,,"OEM skinning, branding, and theme customization"
hpsupportassistantbroker.exe,,"OEM diagnostics, firmware sync, and support agents"
hpsupportbridge.exe,,"OEM bloatware & preinstalled support agents (signed, side-loadable)"
hpsupportsolutions.exe,,OEM-Specific Tools (Observed in enterprise environments)
hptelemetryrelay.exe,,OEM-specific driver update and telemetry agents
hpthermalux.exe,,"OEM fan, thermal, and tuning tools (frequently overlooked)"
hpueficontroller.exe,,OEM BIOS/firmware update + patch bridges
hpuefirecoverysvc.exe,,"OEM BIOS, update fetchers, and flash utilities"
hpuserbehaviorhost.exe,,OEM telemetry and analytics collectors
hpwirelessutility.exe,,"OEM tools for wireless, input, and peripherals (frequently side-loaded)"
htahelper.dll,,Legacy MSHTML/IE/OLE objects and browser-related hosts
hwinstall.exe,,Surface and device support tools
hybridcloudconnector.exe,,"Cloud/hybrid sync, encrypted file agents"
hybridjoinservice.exe,,"Hybrid identity, provisioning, and cloud join helpers"
hypertrm.exe,,Deprecated but signed/used components
hypervcomputehost.exe,,Less common virtualization & network helpers
hypervfallbackhost.exe,,Virtualization / WSL / Windows Subsystem helpers
icacls.exe,,Core Windows LOLBins
iconcachemanager.exe,,"Shell cache, personalization, and UI recovery agents"
identityapprovalhost.exe,,"Identity, TPM, and auth brokers"
identityauthbridgehost.exe,,FIDO / SAML / OAuth2 bridge binaries
identityenrollmenthost.exe,,"Digital ID, Federation, and Workplace Join"
identityhelper.dll,,Identity + auth framework components
identitypromptbroker.exe,,"Logon, credential, and secure desktop service binaries"
identitysyncbridge.exe,,Identity & password migration/flow helpers
idlemonitorhost.exe,,"Time sync, idle, and system monitoring tools"
idrive.exe,,"Backup, sync, cloud tools"
ie4uinit.exe,,Legacy MSHTML/IE/OLE objects and browser-related hosts
ieexec.exe,,Core Windows LOLBins
ieframe.dll,,Legacy MSHTML/IE/OLE objects and browser-related hosts
ieinstal.exe,,Legacy MSHTML/IE/OLE objects and browser-related hosts
igfxtray.exe,,GPU & graphics control panels
ilasm.exe,,Signed Microsoft dev tools
ildasm.exe,,.NET SDKs and runtimes (less common ones)
imagebackuphost.exe,,"Backup, recovery, image management"
imagefactory.exe,,"Reset, recovery, WinRE-exclusive binaries"
imagepreparehelper.exe,,"Imaging, provisioning, and deployment tools"
imageres.dll,,Windows UI & Shell Extension DLL Hosts
imagex.exe,,Windows Imaging Format & Deployment Tools
imeconfiglauncher.exe,,"IME, input localization, language switching"
imecontexthost.exe,,"IME, keyboard layout, and touch config agents"
imeframeworkhost.exe,,"Language, IME, and shell personalization support"
imehandwriter.exe,,"Accessibility, text-to-speech, handwriting support"
